League,Date,Get,Pay,Value,Confidence,Patch,Hardcore,Standard
Kalandra,2022-11-11,Scroll of Wisdom,Chaos Orb,0.00581,High,3.19,No,No
Kalandra,2022-11-12,Scroll of Wisdom,Chaos Orb,0.00629,High,3.19,No,No
Kalandra,2022-11-13,Scroll of Wisdom,Chaos Orb,0.00625,High,3.19,No,No
Kalandra,2022-11-14,Scroll of Wisdom,Chaos Orb,0.00629,High,3.19,No,No
Kalandra,2022-11-15,Scroll of Wisdom,Chaos Orb,0.00647,High,3.19,No,No
Kalandra,2022-11-16,Scroll of Wisdom,Chaos Orb,0.00659,High,3.19,No,No
Kalandra,2022-11-17,Scroll of Wisdom,Chaos Orb,0.00621,High,3.19,No,No
Kalandra,2022-11-18,Scroll of Wisdom,Chaos Orb,0.00641,High,3.19,No,No
Kalandra,2022-11-19,Scroll of Wisdom,Chaos Orb,0.00636,High,3.19,No,No
Kalandra,2022-11-20,Scroll of Wisdom,Chaos Orb,0.00605,High,3.19,No,No
Kalandra,2022-11-21,Scroll of Wisdom,Chaos Orb,0.00609,High,3.19,No,No
Kalandra,2022-11-22,Scroll of Wisdom,Chaos Orb,0.0061,High,3.19,No,No
Kalandra,2022-11-23,Scroll of Wisdom,Chaos Orb,0.00595,High,3.19,No,No
Kalandra,2022-11-24,Scroll of Wisdom,Chaos Orb,0.00592,High,3.19,No,No
Kalandra,2022-11-25,Scroll of Wisdom,Chaos Orb,0.00588,High,3.19,No,No
Kalandra,2022-11-26,Scroll of Wisdom,Chaos Orb,0.00609,High,3.19,No,No
Kalandra,2022-11-27,Scroll of Wisdom,Chaos Orb,0.00594,High,3.19,No,No
Kalandra,2022-11-28,Scroll of Wisdom,Chaos Orb,0.00596,High,3.19,No,No
Kalandra,2022-11-29,Scroll of Wisdom,Chaos Orb,0.00604,High,3.19,No,No
Kalandra,2022-11-30,Scroll of Wisdom,Chaos Orb,0.00569,High,3.19,No,No
Kalandra,2022-12-01,Scroll of Wisdom,Chaos Orb,0.00594,High,3.19,No,No
Kalandra,2022-12-02,Scroll of Wisdom,Chaos Orb,0.00627,High,3.19,No,No
Kalandra,2022-12-03,Scroll of Wisdom,Chaos Orb,0.00638,High,3.19,No,No
Kalandra,2022-12-04,Scroll of Wisdom,Chaos Orb,0.00661,High,3.19,No,No
Kalandra,2022-12-05,Scroll of Wisdom,Chaos Orb,0.00707,High,3.19,No,No
Kalandra,2022-12-06,Scroll of Wisdom,Chaos Orb,0.0067,High,3.19,No,No
Kalandra,2022-08-19,Chromatic Orb,Chaos Orb,0.09665,High,3.19,No,No
Kalandra,2022-08-20,Chromatic Orb,Chaos Orb,0.14257,High,3.19,No,No
Kalandra,2022-08-21,Chromatic Orb,Chaos Orb,0.16631,High,3.19,No,No
Kalandra,2022-08-22,Chromatic Orb,Chaos Orb,0.16667,High,3.19,No,No
Kalandra,2022-08-23,Chromatic Orb,Chaos Orb,0.16667,High,3.19,No,No
Kalandra,2022-08-24,Chromatic Orb,Chaos Orb,0.16665,High,3.19,No,No
Kalandra,2022-08-25,Chromatic Orb,Chaos Orb,0.16607,High,3.19,No,No
Kalandra,2022-08-26,Chromatic Orb,Chaos Orb,0.16345,High,3.19,No,No
Kalandra,2022-08-27,Chromatic Orb,Chaos Orb,0.16393,High,3.19,No,No
Kalandra,2022-08-28,Chromatic Orb,Chaos Orb,0.16382,High,3.19,No,No
Kalandra,2022-08-29,Chromatic Orb,Chaos Orb,0.16584,High,3.19,No,No
Kalandra,2022-08-30,Chromatic Orb,Chaos Orb,0.16648,High,3.19,No,No
Kalandra,2022-08-31,Chromatic Orb,Chaos Orb,0.16567,High,3.19,No,No
Kalandra,2022-09-01,Chromatic Orb,Chaos Orb,0.16328,High,3.19,No,No
Kalandra,2022-09-02,Chromatic Orb,Chaos Orb,0.15545,High,3.19,No,No
Kalandra,2022-09-03,Chromatic Orb,Chaos Orb,0.14286,High,3.19,No,No
Kalandra,2022-09-04,Chromatic Orb,Chaos Orb,0.14247,High,3.19,No,No
Kalandra,2022-09-05,Chromatic Orb,Chaos Orb,0.14206,High,3.19,No,No
Kalandra,2022-09-06,Chromatic Orb,Chaos Orb,0.13911,High,3.19,No,No
Kalandra,2022-09-07,Chromatic Orb,Chaos Orb,0.13889,High,3.19,No,No
Kalandra,2022-09-08,Chromatic Orb,Chaos Orb,0.13877,High,3.19,No,No
Kalandra,2022-09-09,Chromatic Orb,Chaos Orb,0.13664,High,3.19,No,No
Kalandra,2022-09-10,Chromatic Orb,Chaos Orb,0.13333,High,3.19,No,No
Kalandra,2022-09-11,Chromatic Orb,Chaos Orb,0.13315,High,3.19,No,No
Kalandra,2022-09-12,Chromatic Orb,Chaos Orb,0.13158,High,3.19,No,No
Kalandra,2022-09-13,Chromatic Orb,Chaos Orb,0.13112,High,3.19,No,No
Kalandra,2022-09-14,Chromatic Orb,Chaos Orb,0.13121,High,3.19,No,No
Kalandra,2022-09-15,Chromatic Orb,Chaos Orb,0.13118,High,3.19,No,No
Kalandra,2022-09-16,Chromatic Orb,Chaos Orb,0.13098,High,3.19,No,No
Kalandra,2022-09-17,Chromatic Orb,Chaos Orb,0.13145,High,3.19,No,No
Kalandra,2022-09-18,Chromatic Orb,Chaos Orb,0.13148,High,3.19,No,No
Kalandra,2022-09-19,Chromatic Orb,Chaos Orb,0.13085,High,3.19,No,No
Kalandra,2022-09-20,Chromatic Orb,Chaos Orb,0.13158,High,3.19,No,No
Kalandra,2022-09-21,Chromatic Orb,Chaos Orb,0.13145,High,3.19,No,No
Kalandra,2022-09-22,Chromatic Orb,Chaos Orb,0.1315,High,3.19,No,No
Kalandra,2022-09-23,Chromatic Orb,Chaos Orb,0.13147,High,3.19,No,No
Kalandra,2022-09-24,Chromatic Orb,Chaos Orb,0.13158,High,3.19,No,No
Kalandra,2022-09-25,Chromatic Orb,Chaos Orb,0.13245,High,3.19,No,No
Kalandra,2022-09-26,Chromatic Orb,Chaos Orb,0.1333,High,3.19,No,No
Kalandra,2022-09-27,Chromatic Orb,Chaos Orb,0.13147,High,3.19,No,No
Kalandra,2022-09-28,Chromatic Orb,Chaos Orb,0.13154,High,3.19,No,No
Kalandra,2022-09-29,Chromatic Orb,Chaos Orb,0.13152,High,3.19,No,No
Kalandra,2022-09-30,Chromatic Orb,Chaos Orb,0.12865,High,3.19,No,No
Kalandra,2022-10-01,Chromatic Orb,Chaos Orb,0.13176,High,3.19,No,No
Kalandra,2022-10-02,Chromatic Orb,Chaos Orb,0.13318,High,3.19,No,No
Kalandra,2022-10-03,Chromatic Orb,Chaos Orb,0.13306,High,3.19,No,No
Kalandra,2022-10-04,Chromatic Orb,Chaos Orb,0.13268,High,3.19,No,No
Kalandra,2022-10-05,Chromatic Orb,Chaos Orb,0.13331,High,3.19,No,No
Kalandra,2022-10-06,Chromatic Orb,Chaos Orb,0.13311,High,3.19,No,No
Kalandra,2022-10-07,Chromatic Orb,Chaos Orb,0.13312,High,3.19,No,No
Kalandra,2022-10-08,Chromatic Orb,Chaos Orb,0.13328,High,3.19,No,No
Kalandra,2022-10-09,Chromatic Orb,Chaos Orb,0.13282,High,3.19,No,No
Kalandra,2022-10-10,Chromatic Orb,Chaos Orb,0.13257,High,3.19,No,No
Kalandra,2022-10-11,Chromatic Orb,Chaos Orb,0.13199,High,3.19,No,No
Kalandra,2022-10-12,Chromatic Orb,Chaos Orb,0.13175,High,3.19,No,No
Kalandra,2022-10-13,Chromatic Orb,Chaos Orb,0.13333,High,3.19,No,No
Kalandra,2022-10-14,Chromatic Orb,Chaos Orb,0.13294,High,3.19,No,No
Kalandra,2022-10-15,Chromatic Orb,Chaos Orb,0.13192,High,3.19,No,No
Kalandra,2022-10-16,Chromatic Orb,Chaos Orb,0.13256,High,3.19,No,No
Kalandra,2022-10-17,Chromatic Orb,Chaos Orb,0.1354,High,3.19,No,No
Kalandra,2022-10-18,Chromatic Orb,Chaos Orb,0.13662,High,3.19,No,No
Kalandra,2022-10-19,Chromatic Orb,Chaos Orb,0.13988,High,3.19,No,No
Kalandra,2022-10-20,Chromatic Orb,Chaos Orb,0.13606,High,3.19,No,No
Kalandra,2022-10-21,Chromatic Orb,Chaos Orb,0.1345,High,3.19,No,No
Kalandra,2022-10-22,Chromatic Orb,Chaos Orb,0.13495,High,3.19,No,No
Kalandra,2022-10-23,Chromatic Orb,Chaos Orb,0.13511,High,3.19,No,No
Kalandra,2022-10-24,Chromatic Orb,Chaos Orb,0.13513,High,3.19,No,No
Kalandra,2022-10-25,Chromatic Orb,Chaos Orb,0.13333,High,3.19,No,No
Kalandra,2022-10-26,Chromatic Orb,Chaos Orb,0.13363,High,3.19,No,No
Kalandra,2022-10-27,Chromatic Orb,Chaos Orb,0.13489,High,3.19,No,No
Kalandra,2022-10-28,Chromatic Orb,Chaos Orb,0.133,High,3.19,No,No
Kalandra,2022-10-29,Chromatic Orb,Chaos Orb,0.13333,High,3.19,No,No
Kalandra,2022-10-30,Chromatic Orb,Chaos Orb,0.13289,High,3.19,No,No
Kalandra,2022-10-31,Chromatic Orb,Chaos Orb,0.13222,High,3.19,No,No
Kalandra,2022-11-01,Chromatic Orb,Chaos Orb,0.13322,High,3.19,No,No
Kalandra,2022-11-02,Chromatic Orb,Chaos Orb,0.13328,High,3.19,No,No
Kalandra,2022-11-03,Chromatic Orb,Chaos Orb,0.13538,High,3.19,No,No
Kalandra,2022-11-04,Chromatic Orb,Chaos Orb,0.13947,High,3.19,No,No
Kalandra,2022-11-05,Chromatic Orb,Chaos Orb,0.13376,High,3.19,No,No
Kalandra,2022-11-06,Chromatic Orb,Chaos Orb,0.13813,High,3.19,No,No
Kalandra,2022-11-07,Chromatic Orb,Chaos Orb,0.14038,High,3.19,No,No
Kalandra,2022-11-08,Chromatic Orb,Chaos Orb,0.13845,High,3.19,No,No
Kalandra,2022-11-09,Chromatic Orb,Chaos Orb,0.13967,High,3.19,No,No
Kalandra,2022-11-10,Chromatic Orb,Chaos Orb,0.13965,High,3.19,No,No
Kalandra,2022-11-11,Chromatic Orb,Chaos Orb,0.14271,High,3.19,No,No
Kalandra,2022-11-12,Chromatic Orb,Chaos Orb,0.14281,High,3.19,No,No
Kalandra,2022-11-13,Chromatic Orb,Chaos Orb,0.1428,High,3.19,No,No
Kalandra,2022-11-14,Chromatic Orb,Chaos Orb,0.14286,High,3.19,No,No
Kalandra,2022-11-15,Chromatic Orb,Chaos Orb,0.15143,High,3.19,No,No
Kalandra,2022-11-16,Chromatic Orb,Chaos Orb,0.15582,High,3.19,No,No
Kalandra,2022-11-17,Chromatic Orb,Chaos Orb,0.14286,High,3.19,No,No
Kalandra,2022-11-18,Chromatic Orb,Chaos Orb,0.14685,High,3.19,No,No
Kalandra,2022-11-19,Chromatic Orb,Chaos Orb,0.14286,High,3.19,No,No
Kalandra,2022-11-20,Chromatic Orb,Chaos Orb,0.14641,High,3.19,No,No
Kalandra,2022-11-21,Chromatic Orb,Chaos Orb,0.14614,High,3.19,No,No
Kalandra,2022-11-22,Chromatic Orb,Chaos Orb,0.15755,High,3.19,No,No
Kalandra,2022-11-23,Chromatic Orb,Chaos Orb,0.14287,High,3.19,No,No
Kalandra,2022-11-24,Chromatic Orb,Chaos Orb,0.14435,High,3.19,No,No
Kalandra,2022-11-25,Chromatic Orb,Chaos Orb,0.15945,High,3.19,No,No
Kalandra,2022-11-26,Chromatic Orb,Chaos Orb,0.1467,High,3.19,No,No
Kalandra,2022-11-27,Chromatic Orb,Chaos Orb,0.16028,High,3.19,No,No
Kalandra,2022-11-28,Chromatic Orb,Chaos Orb,0.16633,High,3.19,No,No
Kalandra,2022-11-29,Chromatic Orb,Chaos Orb,0.16626,High,3.19,No,No
Kalandra,2022-11-30,Chromatic Orb,Chaos Orb,0.16594,High,3.19,No,No
Kalandra,2022-12-01,Chromatic Orb,Chaos Orb,0.1603,High,3.19,No,No
Kalandra,2022-12-02,Chromatic Orb,Chaos Orb,0.16265,High,3.19,No,No
Kalandra,2022-12-03,Chromatic Orb,Chaos Orb,0.15333,High,3.19,No,No
Kalandra,2022-12-04,Chromatic Orb,Chaos Orb,0.14277,High,3.19,No,No
Kalandra,2022-12-05,Chromatic Orb,Chaos Orb,0.1412,High,3.19,No,No
Kalandra,2022-12-06,Chromatic Orb,Chaos Orb,0.14103,High,3.19,No,No
Kalandra,2022-08-19,Orb of Alteration,Chaos Orb,0.14286,High,3.19,No,No
Kalandra,2022-08-20,Orb of Alteration,Chaos Orb,0.06667,High,3.19,No,No
Kalandra,2022-08-21,Orb of Alteration,Chaos Orb,0.07692,High,3.19,No,No
Kalandra,2022-08-22,Orb of Alteration,Chaos Orb,0.11003,High,3.19,No,No
Kalandra,2022-08-23,Orb of Alteration,Chaos Orb,0.11077,High,3.19,No,No
Kalandra,2022-08-24,Orb of Alteration,Chaos Orb,0.10859,High,3.19,No,No
Kalandra,2022-08-25,Orb of Alteration,Chaos Orb,0.10526,High,3.19,No,No
Kalandra,2022-08-26,Orb of Alteration,Chaos Orb,0.10732,High,3.19,No,No
Kalandra,2022-08-27,Orb of Alteration,Chaos Orb,0.10982,High,3.19,No,No
Kalandra,2022-08-28,Orb of Alteration,Chaos Orb,0.11111,High,3.19,No,No
Kalandra,2022-08-29,Orb of Alteration,Chaos Orb,0.11111,High,3.19,No,No
Kalandra,2022-08-30,Orb of Alteration,Chaos Orb,0.11111,High,3.19,No,No
Kalandra,2022-08-31,Orb of Alteration,Chaos Orb,0.12486,High,3.19,No,No
Kalandra,2022-09-01,Orb of Alteration,Chaos Orb,0.14212,High,3.19,No,No
Kalandra,2022-09-02,Orb of Alteration,Chaos Orb,0.13958,High,3.19,No,No
Kalandra,2022-09-03,Orb of Alteration,Chaos Orb,0.14167,High,3.19,No,No
Kalandra,2022-09-04,Orb of Alteration,Chaos Orb,0.14249,High,3.19,No,No
Kalandra,2022-09-05,Orb of Alteration,Chaos Orb,0.14123,High,3.19,No,No
Kalandra,2022-09-06,Orb of Alteration,Chaos Orb,0.14274,High,3.19,No,No
Kalandra,2022-09-07,Orb of Alteration,Chaos Orb,0.14284,High,3.19,No,No
Kalandra,2022-09-08,Orb of Alteration,Chaos Orb,0.14286,High,3.19,No,No
Kalandra,2022-09-09,Orb of Alteration,Chaos Orb,0.14286,High,3.19,No,No
Kalandra,2022-09-10,Orb of Alteration,Chaos Orb,0.14434,High,3.19,No,No
Kalandra,2022-09-11,Orb of Alteration,Chaos Orb,0.14706,High,3.19,No,No
Kalandra,2022-09-12,Orb of Alteration,Chaos Orb,0.15054,High,3.19,No,No
Kalandra,2022-09-13,Orb of Alteration,Chaos Orb,0.15258,High,3.19,No,No
Kalandra,2022-09-14,Orb of Alteration,Chaos Orb,0.15519,High,3.19,No,No
Kalandra,2022-09-15,Orb of Alteration,Chaos Orb,0.16616,High,3.19,No,No
Kalandra,2022-09-16,Orb of Alteration,Chaos Orb,0.17409,High,3.19,No,No
Kalandra,2022-09-17,Orb of Alteration,Chaos Orb,0.17822,High,3.19,No,No
Kalandra,2022-09-18,Orb of Alteration,Chaos Orb,0.17575,High,3.19,No,No
Kalandra,2022-09-19,Orb of Alteration,Chaos Orb,0.17478,High,3.19,No,No
Kalandra,2022-09-20,Orb of Alteration,Chaos Orb,0.17564,High,3.19,No,No
Kalandra,2022-09-21,Orb of Alteration,Chaos Orb,0.17316,High,3.19,No,No
Kalandra,2022-09-22,Orb of Alteration,Chaos Orb,0.17575,High,3.19,No,No
Kalandra,2022-09-23,Orb of Alteration,Chaos Orb,0.17717,High,3.19,No,No
Kalandra,2022-09-24,Orb of Alteration,Chaos Orb,0.17778,High,3.19,No,No
Kalandra,2022-09-25,Orb of Alteration,Chaos Orb,0.17835,High,3.19,No,No
Kalandra,2022-09-26,Orb of Alteration,Chaos Orb,0.17761,High,3.19,No,No
Kalandra,2022-09-27,Orb of Alteration,Chaos Orb,0.17848,High,3.19,No,No
Kalandra,2022-09-28,Orb of Alteration,Chaos Orb,0.18043,High,3.19,No,No
Kalandra,2022-09-29,Orb of Alteration,Chaos Orb,0.18188,High,3.19,No,No
Kalandra,2022-09-30,Orb of Alteration,Chaos Orb,0.18182,High,3.19,No,No
Kalandra,2022-10-01,Orb of Alteration,Chaos Orb,0.18182,High,3.19,No,No
Kalandra,2022-10-02,Orb of Alteration,Chaos Orb,0.18182,High,3.19,No,No
Kalandra,2022-10-03,Orb of Alteration,Chaos Orb,0.18167,High,3.19,No,No
Kalandra,2022-10-04,Orb of Alteration,Chaos Orb,0.18184,High,3.19,No,No
Kalandra,2022-10-05,Orb of Alteration,Chaos Orb,0.18182,High,3.19,No,No
Kalandra,2022-10-06,Orb of Alteration,Chaos Orb,0.18189,High,3.19,No,No
Kalandra,2022-10-07,Orb of Alteration,Chaos Orb,0.18193,High,3.19,No,No
Kalandra,2022-10-08,Orb of Alteration,Chaos Orb,0.18212,High,3.19,No,No
Kalandra,2022-10-09,Orb of Alteration,Chaos Orb,0.182,High,3.19,No,No
Kalandra,2022-10-10,Orb of Alteration,Chaos Orb,0.18468,High,3.19,No,No
Kalandra,2022-10-11,Orb of Alteration,Chaos Orb,0.18699,High,3.19,No,No
Kalandra,2022-10-12,Orb of Alteration,Chaos Orb,0.18323,High,3.19,No,No
Kalandra,2022-10-13,Orb of Alteration,Chaos Orb,0.18709,High,3.19,No,No
Kalandra,2022-10-14,Orb of Alteration,Chaos Orb,0.18928,High,3.19,No,No
Kalandra,2022-10-15,Orb of Alteration,Chaos Orb,0.18868,High,3.19,No,No
Kalandra,2022-10-16,Orb of Alteration,Chaos Orb,0.19086,High,3.19,No,No
Kalandra,2022-10-17,Orb of Alteration,Chaos Orb,0.1873,High,3.19,No,No
Kalandra,2022-10-18,Orb of Alteration,Chaos Orb,0.18621,High,3.19,No,No
Kalandra,2022-10-19,Orb of Alteration,Chaos Orb,0.18097,High,3.19,No,No
Kalandra,2022-10-20,Orb of Alteration,Chaos Orb,0.17576,High,3.19,No,No
Kalandra,2022-10-21,Orb of Alteration,Chaos Orb,0.16713,High,3.19,No,No
Kalandra,2022-10-22,Orb of Alteration,Chaos Orb,0.16393,High,3.19,No,No
Kalandra,2022-10-23,Orb of Alteration,Chaos Orb,0.16711,High,3.19,No,No
Kalandra,2022-10-24,Orb of Alteration,Chaos Orb,0.16521,High,3.19,No,No
Kalandra,2022-10-25,Orb of Alteration,Chaos Orb,0.16741,High,3.19,No,No
Kalandra,2022-10-26,Orb of Alteration,Chaos Orb,0.16664,High,3.19,No,No
Kalandra,2022-10-27,Orb of Alteration,Chaos Orb,0.1665,High,3.19,No,No
Kalandra,2022-10-28,Orb of Alteration,Chaos Orb,0.17298,High,3.19,No,No
Kalandra,2022-10-29,Orb of Alteration,Chaos Orb,0.16901,High,3.19,No,No
Kalandra,2022-10-30,Orb of Alteration,Chaos Orb,0.18137,High,3.19,No,No
Kalandra,2022-10-31,Orb of Alteration,Chaos Orb,0.17801,High,3.19,No,No
Kalandra,2022-11-01,Orb of Alteration,Chaos Orb,0.17903,High,3.19,No,No
Kalandra,2022-11-02,Orb of Alteration,Chaos Orb,0.18152,High,3.19,No,No
Kalandra,2022-11-03,Orb of Alteration,Chaos Orb,0.17307,High,3.19,No,No
Kalandra,2022-11-04,Orb of Alteration,Chaos Orb,0.18729,High,3.19,No,No
Kalandra,2022-11-05,Orb of Alteration,Chaos Orb,0.18096,High,3.19,No,No
Kalandra,2022-11-06,Orb of Alteration,Chaos Orb,0.18331,High,3.19,No,No
Kalandra,2022-11-07,Orb of Alteration,Chaos Orb,0.18445,High,3.19,No,No
Kalandra,2022-11-08,Orb of Alteration,Chaos Orb,0.18784,High,3.19,No,No
Kalandra,2022-11-09,Orb of Alteration,Chaos Orb,0.18549,High,3.19,No,No
Kalandra,2022-11-10,Orb of Alteration,Chaos Orb,0.1875,High,3.19,No,No
