League,Date,Get,Pay,Value,Confidence,Patch,Hardcore,Standard
Hardcore Kalandra,2022-10-17,Blacksmith's Whetstone,Chaos Orb,0.01191,Low,3.19,Yes,No
Hardcore Kalandra,2022-10-18,Blacksmith's Whetstone,Chaos Orb,0.01161,Low,3.19,Yes,No
Hardcore Kalandra,2022-10-19,Blacksmith's Whetstone,Chaos Orb,0.01104,Low,3.19,Yes,No
Hardcore Kalandra,2022-10-20,Blacksmith's Whetstone,Chaos Orb,0.01126,Low,3.19,Yes,No
Hardcore Kalandra,2022-10-21,Blacksmith's Whetstone,Chaos Orb,0.01191,Low,3.19,Yes,No
Hardcore Kalandra,2022-10-22,Blacksmith's Whetstone,Chaos Orb,0.01191,Low,3.19,Yes,No
Hardcore Kalandra,2022-10-23,Blacksmith's Whetstone,Chaos Orb,0.0114,Low,3.19,Yes,No
Hardcore Kalandra,2022-10-24,Blacksmith's Whetstone,Chaos Orb,0.01053,Low,3.19,Yes,No
Hardcore Kalandra,2022-10-25,Blacksmith's Whetstone,Chaos Orb,0.01053,Low,3.19,Yes,No
Hardcore Kalandra,2022-10-26,Blacksmith's Whetstone,Chaos Orb,0.01053,Low,3.19,Yes,No
Hardcore Kalandra,2022-10-27,Blacksmith's Whetstone,Chaos Orb,0.00989,Low,3.19,Yes,No
Hardcore Kalandra,2022-10-28,Blacksmith's Whetstone,Chaos Orb,0.00989,Low,3.19,Yes,No
Hardcore Kalandra,2022-10-29,Blacksmith's Whetstone,Chaos Orb,0.00982,Low,3.19,Yes,No
Hardcore Kalandra,2022-10-30,Blacksmith's Whetstone,Chaos Orb,0.00983,Low,3.19,Yes,No
Hardcore Kalandra,2022-10-31,Blacksmith's Whetstone,Chaos Orb,0.00983,Low,3.19,Yes,No
Hardcore Kalandra,2022-11-01,Blacksmith's Whetstone,Chaos Orb,0.00983,Low,3.19,Yes,No
Hardcore Kalandra,2022-11-02,Blacksmith's Whetstone,Chaos Orb,0.00983,Low,3.19,Yes,No
Hardcore Kalandra,2022-11-03,Blacksmith's Whetstone,Chaos Orb,0.00549,Low,3.19,Yes,No
Hardcore Kalandra,2022-11-04,Blacksmith's Whetstone,Chaos Orb,0.00569,Medium,3.19,Yes,No
Hardcore Kalandra,2022-11-05,Blacksmith's Whetstone,Chaos Orb,0.00569,Medium,3.19,Yes,No
Hardcore Kalandra,2022-11-06,Blacksmith's Whetstone,Chaos Orb,0.00569,Medium,3.19,Yes,No
Hardcore Kalandra,2022-11-07,Blacksmith's Whetstone,Chaos Orb,0.00569,Medium,3.19,Yes,No
Hardcore Kalandra,2022-11-08,Blacksmith's Whetstone,Chaos Orb,0.00581,Medium,3.19,Yes,No
Hardcore Kalandra,2022-11-09,Blacksmith's Whetstone,Chaos Orb,0.00581,Medium,3.19,Yes,No
Hardcore Kalandra,2022-11-10,Blacksmith's Whetstone,Chaos Orb,0.01568,Low,3.19,Yes,No
Hardcore Kalandra,2022-11-11,Blacksmith's Whetstone,Chaos Orb,0.01568,Low,3.19,Yes,No
Hardcore Kalandra,2022-11-12,Blacksmith's Whetstone,Chaos Orb,0.01568,Low,3.19,Yes,No
Hardcore Kalandra,2022-11-13,Blacksmith's Whetstone,Chaos Orb,0.01567,Low,3.19,Yes,No
Hardcore Kalandra,2022-11-14,Blacksmith's Whetstone,Chaos Orb,0.01568,Low,3.19,Yes,No
Hardcore Kalandra,2022-11-15,Blacksmith's Whetstone,Chaos Orb,0.01568,Low,3.19,Yes,No
Hardcore Kalandra,2022-11-16,Blacksmith's Whetstone,Chaos Orb,0.01568,Low,3.19,Yes,No
Hardcore Kalandra,2022-11-17,Blacksmith's Whetstone,Chaos Orb,0.01642,Low,3.19,Yes,No
Hardcore Kalandra,2022-11-18,Blacksmith's Whetstone,Chaos Orb,0.01644,Low,3.19,Yes,No
Hardcore Kalandra,2022-11-19,Blacksmith's Whetstone,Chaos Orb,0.01646,Low,3.19,Yes,No
Hardcore Kalandra,2022-11-20,Blacksmith's Whetstone,Chaos Orb,0.01644,Low,3.19,Yes,No
Hardcore Kalandra,2022-11-21,Blacksmith's Whetstone,Chaos Orb,0.01646,Low,3.19,Yes,No
Hardcore Kalandra,2022-11-22,Blacksmith's Whetstone,Chaos Orb,0.01647,Low,3.19,Yes,No
Hardcore Kalandra,2022-11-23,Blacksmith's Whetstone,Chaos Orb,0.01646,Low,3.19,Yes,No
Hardcore Kalandra,2022-11-24,Blacksmith's Whetstone,Chaos Orb,0.01646,Low,3.19,Yes,No
Hardcore Kalandra,2022-11-25,Blacksmith's Whetstone,Chaos Orb,0.01647,Low,3.19,Yes,No
Hardcore Kalandra,2022-11-26,Blacksmith's Whetstone,Chaos Orb,0.01651,Low,3.19,Yes,No
Hardcore Kalandra,2022-11-27,Blacksmith's Whetstone,Chaos Orb,0.01651,Low,3.19,Yes,No
Hardcore Kalandra,2022-11-28,Blacksmith's Whetstone,Chaos Orb,0.01649,Low,3.19,Yes,No
Hardcore Kalandra,2022-11-29,Blacksmith's Whetstone,Chaos Orb,0.01651,Low,3.19,Yes,No
Hardcore Kalandra,2022-11-30,Blacksmith's Whetstone,Chaos Orb,0.01651,Low,3.19,Yes,No
Hardcore Kalandra,2022-12-01,Blacksmith's Whetstone,Chaos Orb,0.0165,Low,3.19,Yes,No
Hardcore Kalandra,2022-12-02,Blacksmith's Whetstone,Chaos Orb,0.01647,Low,3.19,Yes,No
Hardcore Kalandra,2022-12-03,Blacksmith's Whetstone,Chaos Orb,0.01648,Low,3.19,Yes,No
Hardcore Kalandra,2022-12-04,Blacksmith's Whetstone,Chaos Orb,0.01648,Low,3.19,Yes,No
Hardcore Kalandra,2022-12-05,Blacksmith's Whetstone,Chaos Orb,0.01648,Low,3.19,Yes,No
Hardcore Kalandra,2022-12-06,Blacksmith's Whetstone,Chaos Orb,0.01646,Low,3.19,Yes,No
Hardcore Kalandra,2022-08-19,Orb of Regret,Chaos Orb,1.0,Low,3.19,Yes,No
Hardcore Kalandra,2022-08-20,Orb of Regret,Chaos Orb,0.54143,High,3.19,Yes,No
Hardcore Kalandra,2022-08-21,Orb of Regret,Chaos Orb,0.82778,High,3.19,Yes,No
Hardcore Kalandra,2022-08-22,Orb of Regret,Chaos Orb,0.73112,High,3.19,Yes,No
Hardcore Kalandra,2022-08-23,Orb of Regret,Chaos Orb,0.64731,High,3.19,Yes,No
Hardcore Kalandra,2022-08-24,Orb of Regret,Chaos Orb,0.66241,High,3.19,Yes,No
Hardcore Kalandra,2022-08-25,Orb of Regret,Chaos Orb,0.72727,High,3.19,Yes,No
Hardcore Kalandra,2022-08-26,Orb of Regret,Chaos Orb,0.6,High,3.19,Yes,No
Hardcore Kalandra,2022-08-27,Orb of Regret,Chaos Orb,0.57647,High,3.19,Yes,No
Hardcore Kalandra,2022-08-28,Orb of Regret,Chaos Orb,0.58205,High,3.19,Yes,No
Hardcore Kalandra,2022-08-29,Orb of Regret,Chaos Orb,0.6636,High,3.19,Yes,No
Hardcore Kalandra,2022-08-30,Orb of Regret,Chaos Orb,0.75962,High,3.19,Yes,No
Hardcore Kalandra,2022-08-31,Orb of Regret,Chaos Orb,0.76595,High,3.19,Yes,No
Hardcore Kalandra,2022-09-01,Orb of Regret,Chaos Orb,0.74286,High,3.19,Yes,No
Hardcore Kalandra,2022-09-02,Orb of Regret,Chaos Orb,0.8,High,3.19,Yes,No
Hardcore Kalandra,2022-09-03,Orb of Regret,Chaos Orb,0.76521,High,3.19,Yes,No
Hardcore Kalandra,2022-09-04,Orb of Regret,Chaos Orb,0.75905,High,3.19,Yes,No
Hardcore Kalandra,2022-09-05,Orb of Regret,Chaos Orb,0.76352,High,3.19,Yes,No
Hardcore Kalandra,2022-09-06,Orb of Regret,Chaos Orb,0.71437,High,3.19,Yes,No
Hardcore Kalandra,2022-09-07,Orb of Regret,Chaos Orb,0.70028,High,3.19,Yes,No
Hardcore Kalandra,2022-09-08,Orb of Regret,Chaos Orb,0.70115,High,3.19,Yes,No
Hardcore Kalandra,2022-09-09,Orb of Regret,Chaos Orb,0.75009,High,3.19,Yes,No
Hardcore Kalandra,2022-09-10,Orb of Regret,Chaos Orb,0.89273,High,3.19,Yes,No
Hardcore Kalandra,2022-09-11,Orb of Regret,Chaos Orb,0.82123,High,3.19,Yes,No
Hardcore Kalandra,2022-09-12,Orb of Regret,Chaos Orb,0.79949,High,3.19,Yes,No
Hardcore Kalandra,2022-09-13,Orb of Regret,Chaos Orb,0.8,High,3.19,Yes,No
Hardcore Kalandra,2022-09-14,Orb of Regret,Chaos Orb,0.76087,High,3.19,Yes,No
Hardcore Kalandra,2022-09-15,Orb of Regret,Chaos Orb,0.72983,High,3.19,Yes,No
Hardcore Kalandra,2022-09-16,Orb of Regret,Chaos Orb,0.74248,High,3.19,Yes,No
Hardcore Kalandra,2022-09-17,Orb of Regret,Chaos Orb,0.75,High,3.19,Yes,No
Hardcore Kalandra,2022-09-18,Orb of Regret,Chaos Orb,0.70764,High,3.19,Yes,No
Hardcore Kalandra,2022-09-19,Orb of Regret,Chaos Orb,0.70474,High,3.19,Yes,No
Hardcore Kalandra,2022-09-20,Orb of Regret,Chaos Orb,0.70419,High,3.19,Yes,No
Hardcore Kalandra,2022-09-21,Orb of Regret,Chaos Orb,0.71252,High,3.19,Yes,No
Hardcore Kalandra,2022-09-22,Orb of Regret,Chaos Orb,0.75,High,3.19,Yes,No
Hardcore Kalandra,2022-09-23,Orb of Regret,Chaos Orb,0.77756,High,3.19,Yes,No
Hardcore Kalandra,2022-09-24,Orb of Regret,Chaos Orb,0.8,High,3.19,Yes,No
Hardcore Kalandra,2022-09-25,Orb of Regret,Chaos Orb,0.75288,High,3.19,Yes,No
Hardcore Kalandra,2022-09-26,Orb of Regret,Chaos Orb,0.79213,High,3.19,Yes,No
Hardcore Kalandra,2022-09-27,Orb of Regret,Chaos Orb,0.66667,High,3.19,Yes,No
Hardcore Kalandra,2022-09-28,Orb of Regret,Chaos Orb,0.66834,High,3.19,Yes,No
Hardcore Kalandra,2022-09-29,Orb of Regret,Chaos Orb,0.66667,High,3.19,Yes,No
Hardcore Kalandra,2022-09-30,Orb of Regret,Chaos Orb,0.61538,High,3.19,Yes,No
Hardcore Kalandra,2022-10-01,Orb of Regret,Chaos Orb,0.61613,High,3.19,Yes,No
Hardcore Kalandra,2022-10-02,Orb of Regret,Chaos Orb,0.6069,High,3.19,Yes,No
Hardcore Kalandra,2022-10-03,Orb of Regret,Chaos Orb,0.61538,High,3.19,Yes,No
Hardcore Kalandra,2022-10-04,Orb of Regret,Chaos Orb,0.61538,High,3.19,Yes,No
Hardcore Kalandra,2022-10-05,Orb of Regret,Chaos Orb,0.60972,High,3.19,Yes,No
Hardcore Kalandra,2022-10-06,Orb of Regret,Chaos Orb,0.61053,High,3.19,Yes,No
Hardcore Kalandra,2022-10-07,Orb of Regret,Chaos Orb,0.61174,High,3.19,Yes,No
Hardcore Kalandra,2022-10-08,Orb of Regret,Chaos Orb,0.62244,High,3.19,Yes,No
Hardcore Kalandra,2022-10-09,Orb of Regret,Chaos Orb,0.6525,High,3.19,Yes,No
Hardcore Kalandra,2022-10-10,Orb of Regret,Chaos Orb,0.67676,High,3.19,Yes,No
Hardcore Kalandra,2022-10-11,Orb of Regret,Chaos Orb,0.71905,High,3.19,Yes,No
Hardcore Kalandra,2022-10-12,Orb of Regret,Chaos Orb,0.66667,High,3.19,Yes,No
Hardcore Kalandra,2022-10-13,Orb of Regret,Chaos Orb,0.70311,High,3.19,Yes,No
Hardcore Kalandra,2022-10-14,Orb of Regret,Chaos Orb,0.58504,High,3.19,Yes,No
Hardcore Kalandra,2022-10-15,Orb of Regret,Chaos Orb,0.68841,High,3.19,Yes,No
Hardcore Kalandra,2022-10-16,Orb of Regret,Chaos Orb,0.72311,High,3.19,Yes,No
Hardcore Kalandra,2022-10-17,Orb of Regret,Chaos Orb,0.75492,High,3.19,Yes,No
Hardcore Kalandra,2022-10-18,Orb of Regret,Chaos Orb,0.7714,High,3.19,Yes,No
Hardcore Kalandra,2022-10-19,Orb of Regret,Chaos Orb,0.77247,High,3.19,Yes,No
Hardcore Kalandra,2022-10-20,Orb of Regret,Chaos Orb,0.75962,High,3.19,Yes,No
Hardcore Kalandra,2022-10-21,Orb of Regret,Chaos Orb,0.77949,High,3.19,Yes,No
Hardcore Kalandra,2022-10-22,Orb of Regret,Chaos Orb,0.79808,High,3.19,Yes,No
Hardcore Kalandra,2022-10-23,Orb of Regret,Chaos Orb,0.79646,High,3.19,Yes,No
Hardcore Kalandra,2022-10-24,Orb of Regret,Chaos Orb,0.77492,High,3.19,Yes,No
Hardcore Kalandra,2022-10-25,Orb of Regret,Chaos Orb,0.75337,High,3.19,Yes,No
Hardcore Kalandra,2022-10-26,Orb of Regret,Chaos Orb,0.75,High,3.19,Yes,No
Hardcore Kalandra,2022-10-27,Orb of Regret,Chaos Orb,0.76013,High,3.19,Yes,No
Hardcore Kalandra,2022-10-28,Orb of Regret,Chaos Orb,0.79934,High,3.19,Yes,No
Hardcore Kalandra,2022-10-29,Orb of Regret,Chaos Orb,0.78968,High,3.19,Yes,No
Hardcore Kalandra,2022-10-30,Orb of Regret,Chaos Orb,0.79402,High,3.19,Yes,No
Hardcore Kalandra,2022-10-31,Orb of Regret,Chaos Orb,0.79402,High,3.19,Yes,No
Hardcore Kalandra,2022-11-01,Orb of Regret,Chaos Orb,0.783,High,3.19,Yes,No
Hardcore Kalandra,2022-11-02,Orb of Regret,Chaos Orb,0.79187,High,3.19,Yes,No
Hardcore Kalandra,2022-11-03,Orb of Regret,Chaos Orb,0.80683,High,3.19,Yes,No
Hardcore Kalandra,2022-11-04,Orb of Regret,Chaos Orb,0.80417,High,3.19,Yes,No
Hardcore Kalandra,2022-11-05,Orb of Regret,Chaos Orb,0.75,Medium,3.19,Yes,No
Hardcore Kalandra,2022-11-06,Orb of Regret,Chaos Orb,0.75,Medium,3.19,Yes,No
Hardcore Kalandra,2022-11-07,Orb of Regret,Chaos Orb,0.77794,Medium,3.19,Yes,No
Hardcore Kalandra,2022-11-08,Orb of Regret,Chaos Orb,0.77794,Medium,3.19,Yes,No
Hardcore Kalandra,2022-11-09,Orb of Regret,Chaos Orb,0.77794,Medium,3.19,Yes,No
Hardcore Kalandra,2022-11-10,Orb of Regret,Chaos Orb,0.77353,Medium,3.19,Yes,No
Hardcore Kalandra,2022-11-11,Orb of Regret,Chaos Orb,0.68192,Medium,3.19,Yes,No
Hardcore Kalandra,2022-11-12,Orb of Regret,Chaos Orb,0.64955,Medium,3.19,Yes,No
Hardcore Kalandra,2022-11-13,Orb of Regret,Chaos Orb,0.55893,Medium,3.19,Yes,No
Hardcore Kalandra,2022-11-14,Orb of Regret,Chaos Orb,0.55714,Medium,3.19,Yes,No
Hardcore Kalandra,2022-11-15,Orb of Regret,Chaos Orb,0.5485,Medium,3.19,Yes,No
Hardcore Kalandra,2022-11-16,Orb of Regret,Chaos Orb,0.54323,Medium,3.19,Yes,No
Hardcore Kalandra,2022-11-17,Orb of Regret,Chaos Orb,0.54323,Medium,3.19,Yes,No
Hardcore Kalandra,2022-11-18,Orb of Regret,Chaos Orb,0.52782,Low,3.19,Yes,No
Hardcore Kalandra,2022-11-19,Orb of Regret,Chaos Orb,0.53333,Low,3.19,Yes,No
Hardcore Kalandra,2022-11-20,Orb of Regret,Chaos Orb,0.75143,Low,3.19,Yes,No
Hardcore Kalandra,2022-11-21,Orb of Regret,Chaos Orb,1.0,Low,3.19,Yes,No
Hardcore Kalandra,2022-11-22,Orb of Regret,Chaos Orb,1.0,Low,3.19,Yes,No
Hardcore Kalandra,2022-11-23,Orb of Regret,Chaos Orb,1.0,Low,3.19,Yes,No
Hardcore Kalandra,2022-11-24,Orb of Regret,Chaos Orb,1.0,Low,3.19,Yes,No
Hardcore Kalandra,2022-11-25,Orb of Regret,Chaos Orb,0.82,Low,3.19,Yes,No
Hardcore Kalandra,2022-11-26,Orb of Regret,Chaos Orb,0.82,Low,3.19,Yes,No
Hardcore Kalandra,2022-11-27,Orb of Regret,Chaos Orb,0.8,Low,3.19,Yes,No
Hardcore Kalandra,2022-11-28,Orb of Regret,Chaos Orb,0.8,Low,3.19,Yes,No
Hardcore Kalandra,2022-11-29,Orb of Regret,Chaos Orb,0.8,Low,3.19,Yes,No
Hardcore Kalandra,2022-11-30,Orb of Regret,Chaos Orb,2.134,Low,3.19,Yes,No
Hardcore Kalandra,2022-12-01,Orb of Regret,Chaos Orb,2.134,Low,3.19,Yes,No
Hardcore Kalandra,2022-12-02,Orb of Regret,Chaos Orb,0.71445,Low,3.19,Yes,No
Hardcore Kalandra,2022-12-03,Orb of Regret,Chaos Orb,0.67166,Low,3.19,Yes,No
Hardcore Kalandra,2022-12-04,Orb of Regret,Chaos Orb,0.47579,Low,3.19,Yes,No
Hardcore Kalandra,2022-12-05,Orb of Regret,Chaos Orb,0.67166,Low,3.19,Yes,No
Hardcore Kalandra,2022-12-06,Orb of Regret,Chaos Orb,0.67166,Low,3.19,Yes,No
Hardcore Kalandra,2022-08-19,Orb of Augmentation,Chaos Orb,1.0,Low,3.19,Yes,No
Hardcore Kalandra,2022-08-20,Orb of Augmentation,Chaos Orb,0.1,Low,3.19,Yes,No
Hardcore Kalandra,2022-08-21,Orb of Augmentation,Chaos Orb,0.1,Medium,3.19,Yes,No
Hardcore Kalandra,2022-08-22,Orb of Augmentation,Chaos Orb,0.08333,Medium,3.19,Yes,No
Hardcore Kalandra,2022-08-23,Orb of Augmentation,Chaos Orb,0.06683,High,3.19,Yes,No
Hardcore Kalandra,2022-08-24,Orb of Augmentation,Chaos Orb,0.08165,High,3.19,Yes,No
Hardcore Kalandra,2022-08-25,Orb of Augmentation,Chaos Orb,0.07891,High,3.19,Yes,No
Hardcore Kalandra,2022-08-26,Orb of Augmentation,Chaos Orb,0.0779,High,3.19,Yes,No
Hardcore Kalandra,2022-08-27,Orb of Augmentation,Chaos Orb,0.07102,High,3.19,Yes,No
Hardcore Kalandra,2022-08-28,Orb of Augmentation,Chaos Orb,0.06667,High,3.19,Yes,No
Hardcore Kalandra,2022-08-29,Orb of Augmentation,Chaos Orb,0.06667,High,3.19,Yes,No
Hardcore Kalandra,2022-08-30,Orb of Augmentation,Chaos Orb,0.06584,High,3.19,Yes,No
Hardcore Kalandra,2022-08-31,Orb of Augmentation,Chaos Orb,0.06667,High,3.19,Yes,No
Hardcore Kalandra,2022-09-01,Orb of Augmentation,Chaos Orb,0.06667,High,3.19,Yes,No
Hardcore Kalandra,2022-09-02,Orb of Augmentation,Chaos Orb,0.06667,High,3.19,Yes,No
Hardcore Kalandra,2022-09-03,Orb of Augmentation,Chaos Orb,0.06445,High,3.19,Yes,No
Hardcore Kalandra,2022-09-04,Orb of Augmentation,Chaos Orb,0.06561,High,3.19,Yes,No
Hardcore Kalandra,2022-09-05,Orb of Augmentation,Chaos Orb,0.06643,High,3.19,Yes,No
Hardcore Kalandra,2022-09-06,Orb of Augmentation,Chaos Orb,0.06667,High,3.19,Yes,No
Hardcore Kalandra,2022-09-07,Orb of Augmentation,Chaos Orb,0.06667,High,3.19,Yes,No
Hardcore Kalandra,2022-09-08,Orb of Augmentation,Chaos Orb,0.06667,High,3.19,Yes,No
Hardcore Kalandra,2022-09-09,Orb of Augmentation,Chaos Orb,0.06875,High,3.19,Yes,No
Hardcore Kalandra,2022-09-10,Orb of Augmentation,Chaos Orb,0.06774,High,3.19,Yes,No
Hardcore Kalandra,2022-09-11,Orb of Augmentation,Chaos Orb,0.0625,High,3.19,Yes,No
Hardcore Kalandra,2022-09-12,Orb of Augmentation,Chaos Orb,0.06032,High,3.19,Yes,No
Hardcore Kalandra,2022-09-13,Orb of Augmentation,Chaos Orb,0.061,High,3.19,Yes,No
Hardcore Kalandra,2022-09-14,Orb of Augmentation,Chaos Orb,0.06136,High,3.19,Yes,No
Hardcore Kalandra,2022-09-15,Orb of Augmentation,Chaos Orb,0.06112,High,3.19,Yes,No
Hardcore Kalandra,2022-09-16,Orb of Augmentation,Chaos Orb,0.0625,High,3.19,Yes,No
Hardcore Kalandra,2022-09-17,Orb of Augmentation,Chaos Orb,0.0625,High,3.19,Yes,No
Hardcore Kalandra,2022-09-18,Orb of Augmentation,Chaos Orb,0.06233,High,3.19,Yes,No
Hardcore Kalandra,2022-09-19,Orb of Augmentation,Chaos Orb,0.0625,High,3.19,Yes,No
Hardcore Kalandra,2022-09-20,Orb of Augmentation,Chaos Orb,0.0625,High,3.19,Yes,No
Hardcore Kalandra,2022-09-21,Orb of Augmentation,Chaos Orb,0.06603,High,3.19,Yes,No
Hardcore Kalandra,2022-09-22,Orb of Augmentation,Chaos Orb,0.06836,Medium,3.19,Yes,No
Hardcore Kalandra,2022-09-23,Orb of Augmentation,Chaos Orb,0.07363,High,3.19,Yes,No
Hardcore Kalandra,2022-09-24,Orb of Augmentation,Chaos Orb,0.0703,High,3.19,Yes,No
Hardcore Kalandra,2022-09-25,Orb of Augmentation,Chaos Orb,0.05693,High,3.19,Yes,No
